id,name,gpa,field_of_study,financial_aid,requirements
SAF50D,Arthur Ortega,3.66,Computer Science,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S5F1C1,Glenn Li,2.18,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SA322C,Stephanie Williams,2.25,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SC48C6,Mitchell Bell,3.02,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SC552A,Pamela Miller,3.57,Chemistry,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S54B75,Courtney Robinson,2.17,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S4281B,Kathryn Adams,2.43,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SFB69B,Joshua Rodriguez,2.28,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SC2E03,Samantha Campbell,2.8,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SDF52F,Robert Scott,3.35,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SB48D2,Joel Palmer,2.85,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S717B2,Sandra Bauer,3.84,Statistics,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S02A88,Patricia Bradley,3.93,Nursing,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
S876DB,Rebecca Fowler,2.19,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SCB63F,Joseph Morales,2.97,Education,['Public Service Grant'],['Field of Study in Public Service']
S370B2,Stephanie Powell,3.16,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SF5ACC,Patricia Barber,2.32,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S91946,Alejandro Singleton,3.37,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S15DB4,Jessica Boone,2.46,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S873C6,Justin Michael,2.78,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SEE35D,Randall Kennedy,3.66,Engineering,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S3CCF4,Jill Taylor,3.75,Chemistry,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S76E85,Kristina Garcia,2.21,Education,['Public Service Grant'],['Field of Study in Public Service']
SA4D75,Michelle Gutierrez,2.46,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SD3B27,Leslie Castillo,2.92,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S2BC41,David Davis,2.77,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S52577,Robert Greer,2.94,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SCBF92,Jessica Robinson,3.29,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S0FF01,Stephanie Miller,2.24,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S35B15,Christina Phillips,3.52,Computer Science,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S18F03,Andrea Turner,2.17,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SBDA0C,Dana Boyd,2.98,Education,['Public Service Grant'],['Field of Study in Public Service']
SEF48C,Dr. Daniel Crawford,3.58,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S507FA,Nicole Green,3.86,IT,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S6D55A,Michael Gutierrez,3.75,Psychology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
SD599A,Derek Cooper,3.04,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S70BA6,Jamie Beltran,3.63,Art,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S31EAB,Brandon Jackson,2.68,IT,['STEM Excellence Award'],['Field of Study in STEM']
SE1F67,Travis Bright,2.47,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S6FDD9,Dana Johnson,3.42,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S2C1AF,Terry Rodriguez,3.02,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S4A796,Randall Dominguez,2.07,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S2AB03,Alexander Richardson,2.16,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SEAD25,Gregory Navarro,2.36,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S1BF92,Benjamin Aguilar,3.82,Social Work,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S592EB,Heather Bishop,2.85,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SEA5F8,Jesus Mcknight,3.29,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S5AD17,Jasmine Webb,2.86,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S540A1,Janet Robinson,2.61,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SA70EB,Sarah Scott,3.79,Education,"[""Dean's Merit Scholarship"", 'Public Service Grant']","['GPA ≥ 3.6', 'Field of Study in Public Service']"
SF044A,Ricky Sparks,2.92,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S29F1F,Stephanie Anderson,3.96,English,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
S6EE21,Erica Bell,3.3,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S4F116,Kimberly Jimenez,3.53,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SCE1F1,Melissa Thompson,3.5,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S2C3A5,Matthew Molina,2.52,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S272C5,Catherine Chavez,2.97,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SDC16E,John Palmer,2.95,Nursing,['Public Service Grant'],['Field of Study in Public Service']
SD3B75,Jason Clark,3.24,Education,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S50516,Cody Pugh,2.18,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S583F1,Brandy Ho,3.15,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SB9B5C,Jamie Robinson,3.57,Computer Science,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S75BA8,Jose Stafford,3.27,Biology,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S2ADB9,Randall Crane,2.85,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SEC45C,Stephanie Bailey,3.9,Social Work,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S9DB3B,Anthony Roberts,3.19,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SD0B41,Jasmine Williams,2.59,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SC63E7,Christopher Gray,2.07,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S2F977,Alyssa Morse,3.72,Social Work,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
SF93E0,Andrew Smith,2.19,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S09899,Jesse Olson,2.41,Education,['Public Service Grant'],['Field of Study in Public Service']
S30733,Steven Bryant,3.07,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S21412,Scott Cameron,2.92,IT,['STEM Excellence Award'],['Field of Study in STEM']
SAB757,Thomas Spears,2.53,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S0DC73,Jeremiah Becker,3.17,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S212CF,Rachel Fowler,2.19,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SAD4C9,Lacey Miller,2.38,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S0E1FD,Jasmine Gibson,2.45,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SC6B82,Kathleen Alexander,3.4,Mathematics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S5EFF5,Amber Contreras,2.57,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S27990,Susan Daniel,3.11,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SA34B9,Charles Davis,3.35,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SEB845,Marisa Molina,2.45,Education,['Public Service Grant'],['Field of Study in Public Service']
SFFCA6,Patrick Morris,2.12,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S46413,Kyle Patton,3.9,Sociology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S9B6DC,Melissa Maynard,3.38,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S451CA,Julie Jones,3.49,Business,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
S8E1F4,Jared Brown,3.35,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SA4170,Catherine Thompson,2.84,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S0A6DB,Tammy Robertson,3.63,Sociology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
S1D822,Dustin Ford,2.3,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SAAE3D,Shelia Brown,2.18,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SA51DE,Ashley Simpson,3.67,Music,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
SD4E30,Jamie Moore,3.42,Mathematics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S00847,Chad Kelly,3.89,Computer Science,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
SE5947,Briana Johnson,2.3,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S13019,Lisa Bauer,2.49,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S37697,Luke Scott,3.54,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S23835,Kristen Lopez,2.33,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SC95F2,Bonnie Holmes,2.7,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S67B91,William Henderson,2.17,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SBCF69,Donald Schmitt,2.79,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SC4375,Mariah Brewer,3.22,Computer Science,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S04AB5,Matthew Porter,2.57,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S0CD39,Benjamin Hansen,2.58,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S60C12,Gregg Taylor,3.37,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SE1A24,Savannah Stewart,3.62,Education,"[""Dean's Merit Scholarship"", 'Public Service Grant']","['GPA ≥ 3.6', 'Field of Study in Public Service']"
S58058,Ryan Green,3.1,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S39846,Russell Rice,3.92,Law,"['Presidential Scholarship', 'Legal Studies Full Ride']","['GPA ≥ 3.8', 'Field of Study in Legal Studies']"
SAC16D,Robert Sanchez,3.87,Biology,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
SFC7A1,Paula Miranda,3.69,Engineering,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S06728,Jacob Cabrera,3.28,Music,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S1C008,Elizabeth Greene,3.35,Paralegal,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
SA37AC,Danielle Gordon,2.74,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S86B98,Ryan Peterson,2.67,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S131E7,Dylan Leonard,3.9,Biology,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S1E10B,Debra Lopez,3.1,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S47683,Chase James,3.58,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S25ECE,Allison Hall DVM,3.49,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S4F738,Keith Gutierrez,3.85,Music,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
SF89C4,Rodney Johnson,2.18,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S04EED,Connie Serrano,3.84,Nursing,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
S1188E,Antonio Gonzalez,3.01,Education,['Public Service Grant'],['Field of Study in Public Service']
S5B24D,Ricardo Chambers II,3.64,Mathematics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S63D5C,Carla Smith,2.81,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S1FBB4,Paige Marshall,2.54,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S16840,Jordan Campbell,2.93,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S0EC80,Joshua Johnson,2.2,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S42D14,Amanda Powers,3.35,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S1180C,Carolyn Edwards,2.36,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S4D3B2,Eric Fernandez,3.97,Sociology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
SAC1A5,Jim Reeves,3.9,Paralegal,"['Presidential Scholarship', 'Legal Studies Full Ride']","['GPA ≥ 3.8', 'Field of Study in Legal Studies']"
S47D30,Ryan Miller,2.9,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S2C4FB,Francisco Walsh,2.99,IT,['STEM Excellence Award'],['Field of Study in STEM']
S05FC5,Janet Gutierrez,2.19,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SDC184,Ryan Stanley,2.86,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SB08CC,Erik Wheeler,3.51,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SB4EA9,Amy Grant,3.62,Chemistry,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S52453,Michael Evans,3.44,Business,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
SA200A,Michael Quinn,3.89,Biology,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S00891,Robert Abbott,3.15,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SA636A,Tracey Richardson,2.87,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S9375E,Vicki Dunn,3.66,History,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
SB68AB,James Holmes,3.56,Chemistry,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S8823B,David Figueroa,2.39,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SD5257,Susan Newton,3.48,Mathematics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S914BB,Bryan Horn,3.85,Chemistry,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S1259B,Stephanie Pugh,3.81,History,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
S06413,Rachel Rodriguez,3.54,Music,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S056A8,Richard Johnson,2.13,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S5922B,Lynn Morton,2.62,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SA178B,Rachel Mcbride,2.01,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S0ACA1,Marisa Edwards,2.13,Nursing,['Public Service Grant'],['Field of Study in Public Service']
SE1397,Eric Kirk,3.34,Social Work,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SBB554,Brian Cole,2.29,IT,['STEM Excellence Award'],['Field of Study in STEM']
S3312B,Adam Hayes,3.9,Biology,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S230E8,Joshua Henry,2.0,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S30F12,Steven Atkinson,3.56,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S615C1,Jesse Collins,2.76,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SC8712,Jo Moore,3.38,Biology,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SC509E,Joshua Anderson,2.24,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S6180F,Rebecca Frazier,2.18,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S16BB3,James Moreno,3.89,Sociology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S3AE34,Ian Davis,2.43,IT,['STEM Excellence Award'],['Field of Study in STEM']
S4FCB9,Scott Foley,2.76,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SFD244,Rebekah Brown,3.19,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S2727C,Leslie Dudley,2.03,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SF0796,Stephanie Patel,2.45,IT,['STEM Excellence Award'],['Field of Study in STEM']
SF7B9D,Crystal Cortez,3.87,Anthropology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
SC2C49,Tony Thomas,3.78,Economics,"[""Dean's Merit Scholarship"", 'Business Leadership Scholarship']","['GPA ≥ 3.6', 'Field of Study in Business/Economics']"
SF0101,Kevin Martin,2.86,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S8449D,Todd Thornton,2.8,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SCD6FB,Tommy Blake,2.2,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S8AA5F,Denise Lewis,2.89,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SF3F66,Glen Phillips,2.29,Education,['Public Service Grant'],['Field of Study in Public Service']
SE30D7,Jason Williamson,3.47,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S50622,John Garcia,2.38,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S8393E,Dr. Whitney Patrick,2.53,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SC3154,Anthony Hart,3.59,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SBC6A9,Phillip Hunter,3.93,IT,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S811DB,Kelly Blair,2.44,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S9BCA8,Kayla Johnson,2.21,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S44497,Matthew Allen,3.07,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S8FB56,Todd Rogers,2.55,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SB6F98,Christine Cunningham,3.13,Education,['Public Service Grant'],['Field of Study in Public Service']
SA1E88,Amanda Quinn,3.79,Chemistry,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S06577,Victor Conner,2.91,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SDF6B8,Travis Clark,2.92,IT,['STEM Excellence Award'],['Field of Study in STEM']
S97B0D,Matthew Webster,2.72,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S584FD,Tammy Pratt,2.72,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S925F1,Karen Ramsey,2.43,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SABD22,Sandra Lamb,2.48,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SDE29E,Christine White,2.3,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S551C7,Samantha Morgan,2.8,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S36711,Anthony Hernandez,3.0,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SF4DE4,Laura Hanson,2.74,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S7BBFC,Marc Johnson,3.1,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SE470A,Mary White,3.16,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S908FA,Theresa Martin,3.42,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SA0A3A,Megan Tate,2.68,Education,['Public Service Grant'],['Field of Study in Public Service']
S4B739,Mary Cox,2.27,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S6370E,Melissa Spencer DVM,2.47,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SD5804,Timothy Dennis,3.07,Nursing,['Public Service Grant'],['Field of Study in Public Service']
SD442D,Angela Baker,3.43,Sociology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S43C29,Michael Cook,3.98,Mathematics,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S218DB,Jennifer Gilmore,3.65,Computer Science,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S1C48C,Rebecca Smith,3.79,Biology,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S706CF,Alan Martinez,2.87,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SCB7F0,Laura Lester,3.74,IT,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
SABA0B,Donna Wright,2.96,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S807B5,Steven Wright,3.39,Biology,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SBBE3C,Kathleen Merritt,2.36,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S29FD2,April Davis,3.99,Business,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
S8E7D2,Sandra Acosta,2.53,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S1B13C,Debra Haynes,3.31,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SD31A4,Monica Clements,2.37,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S7B9C2,Lisa Wright,2.17,IT,['STEM Excellence Award'],['Field of Study in STEM']
S2C30F,James Walsh,3.32,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
